;ANO_ELEICAO;DT_ELEICAO;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;NR_SECAO;NR_VOTAVEL;NM_VOTAVEL;QT_VOTOS;NR_LOCAL_VOTACAO;CD_TIPO_SECAO_AGREGADA;DS_TIPO_SECAO_AGREGADA;NM_LOCAL_VOTACAO;CD_TIPO_LOCAL;DS_TIPO_LOCAL;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE;CD_SITU_LOCAL_VOTACAO;DS_SITU_LOCAL_VOTACAO;CD_SITU_ZONA;DS_SITU_ZONA;CD_SITU_SECAO;DS_SITU_SECAO;CD_SITU_LOCALIDADE;DS_SITU_LOCALIDADE;CD_SITU_SECAO_ACESSIBILIDADE;DS_SITU_SECAO_ACESSIBILIDADE;QT_ELEITOR;QT_ELEITOR_ELEICAO
879;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;58;28300;ANDERSON CARNEIRO DA SILVA;1;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
880;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;59;28300;ANDERSON CARNEIRO DA SILVA;1;1066;1;Principal;EE. SANTA DALMOLIN DEMARCHI;1;Convencional;RUA ANTONIO SERAFIM ZAMPIERI, 120;JARDIM LAURO GOMES;9820050;-23,7345575;-46,55695;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
881;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;67;28300;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;319;319
882;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;73;28300;ANDERSON CARNEIRO DA SILVA;2;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;331;331
883;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;75;28300;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;372;372
884;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;77;28300;ANDERSON CARNEIRO DA SILVA;3;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;269;269
885;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;78;28300;ANDERSON CARNEIRO DA SILVA;1;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;375;375
886;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;80;28300;ANDERSON CARNEIRO DA SILVA;7;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
887;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;93;28300;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EE. PROFª MARIA PIRES;1;Convencional;ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA;BOTUJURU;9822020;-23,7625832;-46,5374496;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
888;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;95;28300;ANDERSON CARNEIRO DA SILVA;2;1104;1;Principal;EE. PROFª MARIA PIRES;1;Convencional;ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA;BOTUJURU;9822020;-23,7625832;-46,5374496;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;381;381
889;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;97;28300;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EE. PROFª MARIA PIRES;1;Convencional;ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA;BOTUJURU;9822020;-23,7625832;-46,5374496;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
890;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;99;28300;ANDERSON CARNEIRO DA SILVA;1;1104;1;Principal;EE. PROFª MARIA PIRES;1;Convencional;ESTRADA DO VERGUEIRO, 631-A - JD. JUSSARA;BOTUJURU;9822020;-23,7625832;-46,5374496;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
891;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;107;28300;ANDERSON CARNEIRO DA SILVA;1;1112;1;Principal;EE. PROF. JOSÉ JORGE DO AMARAL;1;Convencional;RUA FRANCISCO MARIOTTO, 99;JARDIM BROOKLIN;9831440;-23,793713;-46,5389224;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;382;382
892;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;114;28300;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;334;334
893;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;115;28300;ANDERSON CARNEIRO DA SILVA;3;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;340;340
894;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;118;28300;ANDERSON CARNEIRO DA SILVA;2;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;359;359
895;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;119;28300;ANDERSON CARNEIRO DA SILVA;2;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;337;337
896;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;120;28300;ANDERSON CARNEIRO DA SILVA;1;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;350;350
897;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;123;28300;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;346;346
898;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;124;28300;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;345;345
899;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;125;28300;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;335;335
900;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;126;28300;ANDERSON CARNEIRO DA SILVA;1;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;337;337
901;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;127;28300;ANDERSON CARNEIRO DA SILVA;3;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;341;341
902;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;129;28300;ANDERSON CARNEIRO DA SILVA;3;1147;1;Principal;EE. DR. JOSÉ GONÇALVES DE ANDRADE FIGUEIRA;1;Convencional;RUA FERNANDO PESSOA, 192;JARDIM DA REPRESA;9844390;-23,7700674;-46,597488;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;332;332
903;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;137;28300;ANDERSON CARNEIRO DA SILVA;2;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;371;371
904;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;139;28300;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;357;357
905;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;140;28300;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
906;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;142;28300;ANDERSON CARNEIRO DA SILVA;3;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;347;347
907;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;143;28300;ANDERSON CARNEIRO DA SILVA;1;1163;1;Principal;EE. PROFª MARISTELA VIEIRA;1;Convencional;RUA PARAGUAÇU, 240;JARDIM THELMA;9850700;-23,7354238;-46,5901213;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;393;393
908;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;150;28300;ANDERSON CARNEIRO DA SILVA;1;1171;1;Principal;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;414;414
909;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;152;28300;ANDERSON CARNEIRO DA SILVA;3;1171;1;Principal;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;413;413
910;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;154;28300;ANDERSON CARNEIRO DA SILVA;3;1171;1;Principal;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;370;370
911;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;156;28300;ANDERSON CARNEIRO DA SILVA;1;1180;1;Principal;EM. JOSÉ IBIAPINO FRANKLIN;1;Convencional;RUA EDMUNDO DOS SANTOS, 14;SANTA CRUZ;9835563;-23,8442335;-46,5989574;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
912;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;161;28300;ANDERSON CARNEIRO DA SILVA;2;1228;1;Principal;EMEB BRUNO MASSONE;1;Convencional;RUA CINTRA, 20;ESTORIL;9832424;-23,7754446;-46,5214231;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
913;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;163;28300;ANDERSON CARNEIRO DA SILVA;1;1244;1;Principal;EE. MARCO ANTONIO PRUDENTE DE TOLEDO;1;Convencional;ESTRADA DO  PONEY CLUB, 2120;ALVARENGA;9853005;-23,7557487;-46,6055792;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;388;388
914;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;165;28300;ANDERSON CARNEIRO DA SILVA;2;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;379;379
915;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;166;28300;ANDERSON CARNEIRO DA SILVA;1;1236;1;Principal;EM. HEITOR VILLA LOBOS;1;Convencional;RUA MATEOS DEMARCHI, 229;JARDIM DAS QUATRO MARIAS;9820270;-23,7397554;-46,5558268;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;222;222
916;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;168;28300;ANDERSON CARNEIRO DA SILVA;2;1139;1;Principal;EE. DR. MATHIAS OCTAVIO ROXO NOBRE;1;Convencional;ESTRADA GALVAO BUENO, 4983;BATISTINI;9842080;-23,755573;-46,5764431;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;333;333
917;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;171;28300;ANDERSON CARNEIRO DA SILVA;2;1201;1;Principal;EM. ARLINDO MIGUEL TEIXEIRA;1;Convencional;ESTRADA DOS ALVARENGA, 7500;ALVARENGA;9850550;-23,7442217;-46,6118795;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
918;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;172;28300;ANDERSON CARNEIRO DA SILVA;1;1112;1;Principal;EE. PROF. JOSÉ JORGE DO AMARAL;1;Convencional;RUA FRANCISCO MARIOTTO, 99;JARDIM BROOKLIN;9831440;-23,793713;-46,5389224;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
919;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;173;28300;ANDERSON CARNEIRO DA SILVA;2;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;371;371
920;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;174;28300;ANDERSON CARNEIRO DA SILVA;1;1163;1;Principal;EE. PROFª MARISTELA VIEIRA;1;Convencional;RUA PARAGUAÇU, 240;JARDIM THELMA;9850700;-23,7354238;-46,5901213;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;355;355
921;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;179;28300;ANDERSON CARNEIRO DA SILVA;1;1252;1;Principal;EM. PROF. WALDEMAR CANCIANI;1;Convencional;RUA JOSÉ MARTINS FERNANDES, 86;JARDIM DA REPRESA;9843740;-23,7696544;-46,59033;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;387;387
922;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;193;28300;ANDERSON CARNEIRO DA SILVA;1;1074;1;Principal;EE. DR. FRANCISCO EMYGDIO PEREIRA NETO;1;Convencional;R ARMANDO BACKX, 441;JARDIM DAS ACÁCIAS;9811410;-23,7290928;-46,555254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;316;316
923;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;196;28300;ANDERSON CARNEIRO DA SILVA;1;1120;1;Principal;EE. OMAR DONATO BASSANI;1;Convencional;RUA ERNESTO ZABEU, 253;TATETOS;9835000;-23,828956;-46,5602879;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;389;389
924;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;198;28300;ANDERSON CARNEIRO DA SILVA;2;1112;1;Principal;EE. PROF. JOSÉ JORGE DO AMARAL;1;Convencional;RUA FRANCISCO MARIOTTO, 99;JARDIM BROOKLIN;9831440;-23,793713;-46,5389224;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;378;378
925;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;202;28300;ANDERSON CARNEIRO DA SILVA;1;1040;1;Principal;EE. FRANCISCO CRISTIANO LIMA DE FREITAS;1;Convencional;ESTRADA DO PONEY CLUB, S/N;ALVARENGA;9853005;-23,750671;-46,5998315;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;311;311
926;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;205;28300;ANDERSON CARNEIRO DA SILVA;1;1287;1;Principal;EM. ISIDORO BATTISTIN;1;Convencional;ESTRADA GALVAO BUENO, 5085;BATISTINI;9842080;-23,7560124;-46,5772359;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;391;391
927;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;209;28300;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;360;360
928;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;210;28300;ANDERSON CARNEIRO DA SILVA;2;1171;1;Principal;EE. AYRTON SENNA DA SILVA;1;Convencional;R SALIM MAHFOUD, S/N;PARQUE TERRA NOVA I I;9820780;-23,7483238;-46,5490969;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;376;376
929;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;218;28300;ANDERSON CARNEIRO DA SILVA;1;1406;1;Principal;EMEB ANTÔNIO DOS SANTOS FARIAS;1;Convencional;RUA IRATI, 11;BATISTINI;9843370;-23,7753681;-46,5995254;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;302;302
930;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;219;28300;ANDERSON CARNEIRO DA SILVA;2;1287;1;Principal;EM. ISIDORO BATTISTIN;1;Convencional;ESTRADA GALVAO BUENO, 5085;BATISTINI;9842080;-23,7560124;-46,5772359;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;389;389
931;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;222;28300;ANDERSON CARNEIRO DA SILVA;1;1155;1;Principal;EE. PROF. DOMINGOS PEIXOTO DA SILVA;1;Convencional;ESTRADA DOS ALVARENGA, 7199;ALVARENGA;9850550;-23,7451778;-46,607764;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;359;359
932;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;230;28300;ANDERSON CARNEIRO DA SILVA;2;1082;1;Principal;EE. PROFª FAUSTINA PINHEIRO DA SILVA;1;Convencional;RUA VALDOMIRO LUIZ, 11;DEMARCHI;9820340;-23,7429754;-46,5661507;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;379;379
933;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;232;28300;ANDERSON CARNEIRO DA SILVA;2;1287;1;Principal;EM. ISIDORO BATTISTIN;1;Convencional;ESTRADA GALVAO BUENO, 5085;BATISTINI;9842080;-23,7560124;-46,5772359;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;1;Com acessibilidade;240;240
934;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;233;28300;ANDERSON CARNEIRO DA SILVA;2;1201;1;Principal;EM. ARLINDO MIGUEL TEIXEIRA;1;Convencional;ESTRADA DOS ALVARENGA, 7500;ALVARENGA;9850550;-23,7442217;-46,6118795;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;394;394
935;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;236;28300;ANDERSON CARNEIRO DA SILVA;3;1260;1;Principal;EE. DIPLOMATA SERGIO VIEIRA DE MELLO;1;Convencional;ESTRADA DOS ALVARENGA, 4100;ALVARENGA;9850550;-23,7347048;-46,5854403;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;383;383
936;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;240;28300;ANDERSON CARNEIRO DA SILVA;1;1325;1;Principal;EM. OCTÁVIO EDGARD DE OLIVEIRA;1;Convencional;RUA JOÃO SALDANHA, 424;PARQUE LOS ANGELES;9843200;-23,7711832;-46,6109431;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
937;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;241;28300;ANDERSON CARNEIRO DA SILVA;1;1317;1;Principal;EM. PROF. PAULO FREIRE;1;Convencional;ESTRADA HENRIQUE ROSA, 411;FINCOS;9831505;-23,7958558;-46,5473249;1;ATIVO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;386;386
938;2020;15/11/2020;SP;70750;SÃO BERNARDO DO CAMPO;70750;SÃO BERNARDO DO CAMPO;409;242;28300;ANDERSON CARNEIRO DA SILVA;4;1023;1;Principal;EM. MARIA ROSA BARBOSA;1;Convencional;ESTRADA DOS ALVARENGA, 1099;ALVARENGA;9850550;-23,7338127;-46,5791328;5;BLOQUEADO;1;ATIVO;1;ATIVO;1;ATIVO;0;Sem acessibilidade;389;389
